address,module,current_name,namespace,candidate_kind,target,suggested_body,provenance,review_status,promoted_source,notes
0x0049EBC0,static.crs,GetTopMonsEncountParam,Field::Encount::PokeSet,EMPTY_ARM_FUNCTION,,{},RETAIL_ORIGINAL_SYMBOL,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x0015A898,static.crs,~BattleInstManager,BattleInst::BattleInstManager,EMPTY_ARM_FUNCTION,,{},RETAIL_ORIGINAL_SYMBOL,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x003C08B8,static.crs,SystemFont_SetLoadBattleFont,print,EMPTY_ARM_FUNCTION,,{},RETAIL_ORIGINAL_SYMBOL,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x003591E0,static.crs,Random,gfl2::math::Random,EMPTY_ARM_FUNCTION,,{},RETAIL_ORIGINAL_SYMBOL,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x00160200,static.crs,~PokeRegulation,PokeRegulation,EMPTY_ARM_FUNCTION,,{},RETAIL_ORIGINAL_SYMBOL,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x002C8E5C,static.crs,~ItemEffect,App::Tool::ItemEffect,EMPTY_ARM_FUNCTION,,{},RETAIL_ORIGINAL_SYMBOL,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x002D2760,static.crs,~CommonMessageWindowManipulator,App::Tool::CommonMessageWindowManipulator,EMPTY_ARM_FUNCTION,,{},RETAIL_ORIGINAL_SYMBOL,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x002D430C,static.crs,~TimeLimit,App::Tool::TimeLimit,EMPTY_ARM_FUNCTION,,{},RETAIL_ORIGINAL_SYMBOL,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x002E6BA0,static.crs,OnSetInputEnabled,app::ui::UIResponder,EMPTY_ARM_FUNCTION,,{},RETAIL_ORIGINAL_SYMBOL,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x0030299C,static.crs,__aeabi_atexit,Global,EMPTY_ARM_FUNCTION,,{},RETAIL_ORIGINAL_SYMBOL,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x0030712C,static.crs,~GetPaneHelper,app::util::GetPaneHelper,EMPTY_ARM_FUNCTION,,{},RETAIL_ORIGINAL_SYMBOL,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x0032A438,static.crs,StateChangeCallBack,gfl2::renderingengine::scenegraph::instance::ModelInstanceNode,EMPTY_ARM_FUNCTION,,{},RETAIL_ORIGINAL_SYMBOL,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x0032A864,static.crs,PreDraw,gfl2::renderingengine::scenegraph::instance::ModelInstanceNode,EMPTY_ARM_FUNCTION,,{},RETAIL_ORIGINAL_SYMBOL,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x0032CAFC,static.crs,~GfBinaryMotData,gfl2::renderingengine::scenegraph::resource::GfBinaryMotData,EMPTY_ARM_FUNCTION,,{},RETAIL_ORIGINAL_SYMBOL,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x0032F6A0,static.crs,~GfBinaryMdlDataPack,gfl2::renderingengine::scenegraph::resource::GfBinaryMdlDataPack,EMPTY_ARM_FUNCTION,,{},RETAIL_ORIGINAL_SYMBOL,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x00337148,static.crs,~RenderingPipeLine,gfl2::renderingengine::renderer::RenderingPipeLine,EMPTY_ARM_FUNCTION,,{},RETAIL_ORIGINAL_SYMBOL,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x00340F24,static.crs,~BinLinkerAccessor,gfl2::fs::BinLinkerAccessor,EMPTY_ARM_FUNCTION,,{},RETAIL_ORIGINAL_SYMBOL,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x0034FED4,static.crs,~LytMultiResID,gfl2::lyt::LytMultiResID,EMPTY_ARM_FUNCTION,,{},RETAIL_ORIGINAL_SYMBOL,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x00356830,static.crs,PrintCode,gfl2::str,EMPTY_ARM_FUNCTION,,{},RETAIL_ORIGINAL_SYMBOL,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x003577D8,static.crs,Memcpy,gfl2::core::Utility,DIRECT_ARM_BRANCH_THUNK,0x002FEC20,tail-call 0x002FEC20,RETAIL_ORIGINAL_SYMBOL,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x003589CC,static.crs,SFMTRandom,gfl2::math::SFMTRandom,EMPTY_ARM_FUNCTION,,{},RETAIL_ORIGINAL_SYMBOL,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x0035BDB4,static.crs,LogWindow_AddMsg,gfl2::debug,EMPTY_ARM_FUNCTION,,{},RETAIL_ORIGINAL_SYMBOL,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x0035DE50,static.crs,~EffectRenderPath,gfl2::Effect::EffectRenderPath,EMPTY_ARM_FUNCTION,,{},RETAIL_ORIGINAL_SYMBOL,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x0035EB38,static.crs,~Date,gfl2::system::Date,EMPTY_ARM_FUNCTION,,{},RETAIL_ORIGINAL_SYMBOL,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x0036CE18,static.crs,~CollisionModel,gfl2::collision::CollisionModel,EMPTY_ARM_FUNCTION,,{},RETAIL_ORIGINAL_SYMBOL,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x0036DD70,static.crs,~ITEM_DATA,item::ITEM_DATA,EMPTY_ARM_FUNCTION,,{},RETAIL_ORIGINAL_SYMBOL,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x003D25C8,static.crs,IsWLANSwitchEnable,NetLib::NijiNetworkSystem,DIRECT_ARM_BRANCH_THUNK,0x003F6EC8,tail-call 0x003F6EC8,RETAIL_ORIGINAL_SYMBOL,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x003D3090,static.crs,~P2pSyncSave,NetLib::P2P::P2pSyncSave,EMPTY_ARM_FUNCTION,,{},RETAIL_ORIGINAL_SYMBOL,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x003DEDB8,static.crs,~NijiNetworkError,NetLib::Error::NijiNetworkError,EMPTY_ARM_FUNCTION,,{},RETAIL_ORIGINAL_SYMBOL,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x003F3B28,static.crs,PreDrawFunc,GameSys::GameProc,EMPTY_ARM_FUNCTION,,{},RETAIL_ORIGINAL_SYMBOL,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x003F3B2C,static.crs,EventCheckFunc,GameSys::GameProc,EMPTY_ARM_FUNCTION,,{},RETAIL_ORIGINAL_SYMBOL,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x003F46AC,static.crs,~GameEvent,GameSys::GameEvent,EMPTY_ARM_FUNCTION,,{},RETAIL_ORIGINAL_SYMBOL,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x004347D0,static.crs,ChangeAnimation,PokeTool::PokeModel,DIRECT_ARM_BRANCH_THUNK,0x00434F28,tail-call 0x00434F28,RETAIL_ORIGINAL_SYMBOL,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x00454EC4,static.crs,CallBack_CursorOff,NetAppLib::JoinFestaUI::JoinFestaPlayerListSelectLowerViewBase,EMPTY_ARM_FUNCTION,,{},RETAIL_ORIGINAL_SYMBOL,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x0045509C,static.crs,CallBack_ItemChange,NetAppLib::JoinFestaUI::JoinFestaPlayerListSelectLowerViewBase,EMPTY_ARM_FUNCTION,,{},RETAIL_ORIGINAL_SYMBOL,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x00455224,static.crs,Update,NetAppLib::JoinFestaUI::JoinFestaPlayerListSelectLowerViewBase,DIRECT_ARM_BRANCH_THUNK,0x00452474,tail-call 0x00452474,RETAIL_ORIGINAL_SYMBOL,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x0045B0A0,static.crs,~NetAppRegulationUpperView,NetAppLib::UI::NetAppRegulationUpperView,DIRECT_ARM_BRANCH_THUNK,0x004611D8,tail-call 0x004611D8,RETAIL_ORIGINAL_SYMBOL,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x0045B6AC,static.crs,~NetAppDateTime,NetAppLib::Util::NetAppDateTime,EMPTY_ARM_FUNCTION,,{},RETAIL_ORIGINAL_SYMBOL,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x0045E7D8,static.crs,~PackFile,NetAppLib::Util::PackFile,EMPTY_ARM_FUNCTION,,{},RETAIL_ORIGINAL_SYMBOL,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x0045EBB0,static.crs,DrawFunc,NetAppLib::System::NetAppFrameBase,EMPTY_ARM_FUNCTION,,{},RETAIL_ORIGINAL_SYMBOL,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x00470310,static.crs,~JoinFestaSelectWordTable,NetAppLib::JoinFesta::JoinFestaSelectWordTable,EMPTY_ARM_FUNCTION,,{},RETAIL_ORIGINAL_SYMBOL,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x0048E5D4,static.crs,IsCreated,app::tool::InfoWindowSheetType,DIRECT_ARM_BRANCH_THUNK,0x0048E16C,tail-call 0x0048E16C,RETAIL_ORIGINAL_SYMBOL,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x004A2A74,static.crs,GetClientID_Opponent,NetApp::Live::LiveNet,DIRECT_ARM_BRANCH_THUNK,0x00407AB0,tail-call 0x00407AB0,RETAIL_ORIGINAL_SYMBOL,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x004AA54C,static.crs,IsDrawing,NetAppLib::JoinFestaUI::JoinFestaPlayerListSelectLowerViewBase,DIRECT_ARM_BRANCH_THUNK,0x004AA514,tail-call 0x004AA514,RETAIL_ORIGINAL_SYMBOL,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x004AE7F4,static.crs,PreDraw,gfl2::renderingengine::scenegraph::instance::ModelInstanceNode,EMPTY_ARM_FUNCTION,,{},RETAIL_ORIGINAL_SYMBOL,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x004AF348,static.crs,CallBack_CursorOff,NetAppLib::JoinFestaUI::JoinFestaPlayerListSelectLowerViewBase,EMPTY_ARM_FUNCTION,,{},RETAIL_ORIGINAL_SYMBOL,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x004AF52C,static.crs,CallBack_ItemChange,NetAppLib::JoinFestaUI::JoinFestaPlayerListSelectLowerViewBase,EMPTY_ARM_FUNCTION,,{},RETAIL_ORIGINAL_SYMBOL,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x00520618,static.crs,mwmofastaudioDecoderPrintStatistics,Global,EMPTY_ARM_FUNCTION,,{},RETAIL_ORIGINAL_SYMBOL,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x005209F0,static.crs,mwmofilterDeblockerPrintStatistics,Global,EMPTY_ARM_FUNCTION,,{},RETAIL_ORIGINAL_SYMBOL,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x00520B18,static.crs,mwmoimaadpcmDecoderPrintStatistics,Global,EMPTY_ARM_FUNCTION,,{},RETAIL_ORIGINAL_SYMBOL,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x00520F84,static.crs,mwmomobiclipDecoderPrintStatistics,Global,EMPTY_ARM_FUNCTION,,{},RETAIL_ORIGINAL_SYMBOL,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x00557F58,static.crs,~TagProcessorBase,nw::font::TagProcessorBase<wchar_t>,EMPTY_ARM_FUNCTION,,{},RETAIL_ORIGINAL_SYMBOL,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x002F9020,static.crs,SyncCreate,app::tool::InfoWindowSheetType,DIRECT_ARM_BRANCH_THUNK,0x002EE9A4,tail-call 0x002EE9A4,RETAIL_ORIGINAL_SYMBOL,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x002F929C,static.crs,StartAsyncCreate,app::tool::InfoWindowSheetType,DIRECT_ARM_BRANCH_THUNK,0x002EEB08,tail-call 0x002EEB08,RETAIL_ORIGINAL_SYMBOL,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x0030181C,static.crs,operator.delete,Global,DIRECT_ARM_BRANCH_THUNK,0x00357CDC,tail-call 0x00357CDC,RETAIL_ORIGINAL_SYMBOL,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x00455220,static.crs,Draw,NetAppLib::JoinFestaUI::JoinFestaPlayerListSelectLowerViewBase,DIRECT_ARM_BRANCH_THUNK,0x0045242C,tail-call 0x0045242C,RETAIL_ORIGINAL_SYMBOL,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x0017A570,static.crs,operator.new,nn::nex::RootObject,DIRECT_ARM_BRANCH_THUNK,0x00190D9C,tail-call 0x00190D9C,RETAIL_ORIGINAL_SYMBOL,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x0035BE88,static.crs,GFLassert,gfl2::debug,EMPTY_ARM_FUNCTION,,{},RETAIL_ORIGINAL_SYMBOL,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x00102BB8,static.crs,thunk_FUN_00102888,Global,DIRECT_ARM_BRANCH_THUNK,0x00102888,tail-call 0x00102888,UNKNOWN,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x001176A0,static.crs,thunk_FUN_00108f1c,Global,DIRECT_ARM_BRANCH_THUNK,0x00108F1C,tail-call 0x00108F1C,UNKNOWN,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x00123780,static.crs,thunk_FUN_0012418c,Global,DIRECT_ARM_BRANCH_THUNK,0x0012418C,tail-call 0x0012418C,UNKNOWN,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x00124C00,static.crs,thunk_FUN_001262e4,Global,DIRECT_ARM_BRANCH_THUNK,0x001262E4,tail-call 0x001262E4,UNKNOWN,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x0012B200,static.crs,thunk_FUN_0012c8e4,Global,DIRECT_ARM_BRANCH_THUNK,0x0012C8E4,tail-call 0x0012C8E4,UNKNOWN,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x00131800,static.crs,thunk_FUN_00132ee4,Global,DIRECT_ARM_BRANCH_THUNK,0x00132EE4,tail-call 0x00132EE4,UNKNOWN,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x0018ADDC,static.crs,operator.delete,nn::nex::RootObject,DIRECT_ARM_BRANCH_THUNK,0x0017A54C,tail-call 0x0017A54C,UNKNOWN,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x001AC764,static.crs,thunk_FUN_001ba7f4,Global,DIRECT_ARM_BRANCH_THUNK,0x001BA7F4,tail-call 0x001BA7F4,UNKNOWN,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x001D1B54,static.crs,Allocate,nn::nex::MemoryManager,DIRECT_ARM_BRANCH_THUNK,0x00190D9C,tail-call 0x00190D9C,UNKNOWN,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x00241574,static.crs,thunk_FUN_001c9270,Global,DIRECT_ARM_BRANCH_THUNK,0x001C9270,tail-call 0x001C9270,UNKNOWN,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x002585D0,static.crs,Enter,nn::os::CriticalSection,DIRECT_ARM_BRANCH_THUNK,0x001076A8,tail-call 0x001076A8,UNKNOWN,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x0025865C,static.crs,Leave,nn::os::CriticalSection,DIRECT_ARM_BRANCH_THUNK,0x00107730,tail-call 0x00107730,UNKNOWN,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x0027F76C,static.crs,thunk_FUN_00280740,Global,DIRECT_ARM_BRANCH_THUNK,0x00280740,tail-call 0x00280740,UNKNOWN,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x002E1C5C,static.crs,~UIView,app::ui::UIView,DIRECT_ARM_BRANCH_THUNK,0x002E806C,tail-call 0x002E806C,UNKNOWN,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x002EEEB0,static.crs,~UIView,app::ui::UIView,DIRECT_ARM_BRANCH_THUNK,0x002E806C,tail-call 0x002E806C,UNKNOWN,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x00300388,static.crs,thunk_FUN_001015fe,Global,DIRECT_ARM_BRANCH_THUNK,0x0034ADF0,tail-call 0x0034ADF0,UNKNOWN,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x003015E8,static.crs,thunk_FUN_005170d8,Global,DIRECT_ARM_BRANCH_THUNK,0x005170D8,tail-call 0x005170D8,UNKNOWN,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x00341C8C,static.crs,thunk_FUN_00341b7c,Global,DIRECT_ARM_BRANCH_THUNK,0x00341B7C,tail-call 0x00341B7C,UNKNOWN,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x00341C90,static.crs,thunk_FUN_00341b8c,Global,DIRECT_ARM_BRANCH_THUNK,0x00341B8C,tail-call 0x00341B8C,UNKNOWN,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x00341CA8,static.crs,thunk_FUN_00341b7c,Global,DIRECT_ARM_BRANCH_THUNK,0x00341B7C,tail-call 0x00341B7C,UNKNOWN,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x00341CAC,static.crs,thunk_FUN_00341b8c,Global,DIRECT_ARM_BRANCH_THUNK,0x00341B8C,tail-call 0x00341B8C,UNKNOWN,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x00341CBC,static.crs,thunk_FUN_00341b7c,Global,DIRECT_ARM_BRANCH_THUNK,0x00341B7C,tail-call 0x00341B7C,UNKNOWN,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x00341CC0,static.crs,thunk_FUN_00341b8c,Global,DIRECT_ARM_BRANCH_THUNK,0x00341B8C,tail-call 0x00341B8C,UNKNOWN,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x00367340,static.crs,thunk_FUN_00361ccc,Global,DIRECT_ARM_BRANCH_THUNK,0x00361CCC,tail-call 0x00361CCC,UNKNOWN,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x0036E2E4,static.crs,thunk_FUN_00371f30,Global,DIRECT_ARM_BRANCH_THUNK,0x00371F30,tail-call 0x00371F30,UNKNOWN,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x00379090,static.crs,thunk_FUN_0035a658,Global,DIRECT_ARM_BRANCH_THUNK,0x0035A658,tail-call 0x0035A658,UNKNOWN,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x003E7634,static.crs,thunk_FUN_0041be1c,Global,DIRECT_ARM_BRANCH_THUNK,0x0041BE1C,tail-call 0x0041BE1C,UNKNOWN,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
